"","Bird.Call","julian_day","min_bin","n"
"3425","Summer Tanager",160,12,1
"3426","Scarlet Tanager",160,12,0
"3427","Eastern Wood-Pewee",161,12,0
"3428","Acadian Flycatcher",161,12,3
"3429","Yellow-throated Vireo",161,12,12
"3430","Tufted Titmouse",161,12,7
"3431","Summer Tanager",161,12,49
"3432","Scarlet Tanager",161,12,6
"3433","Eastern Wood-Pewee",162,12,0
"3434","Acadian Flycatcher",162,12,1
"3435","Yellow-throated Vireo",162,12,56
"3436","Tufted Titmouse",162,12,10
"3437","Summer Tanager",162,12,1
"3438","Scarlet Tanager",162,12,0
"3439","Eastern Wood-Pewee",163,12,29
"3440","Acadian Flycatcher",163,12,1
"3441","Yellow-throated Vireo",163,12,18
"3442","Tufted Titmouse",163,12,0
"3443","Summer Tanager",163,12,4
"3444","Scarlet Tanager",163,12,0
"3445","Eastern Wood-Pewee",164,12,0
"3446","Acadian Flycatcher",164,12,0
"3447","Yellow-throated Vireo",164,12,21
"3448","Tufted Titmouse",164,12,0
"3449","Summer Tanager",164,12,6
"3450","Scarlet Tanager",164,12,0
"3451","Eastern Wood-Pewee",165,12,29
"3452","Acadian Flycatcher",165,12,14
"3453","Yellow-throated Vireo",165,12,19
"3454","Tufted Titmouse",165,12,0
"3455","Summer Tanager",165,12,0
"3456","Scarlet Tanager",165,12,0
"3457","Eastern Wood-Pewee",166,12,4
"3458","Acadian Flycatcher",166,12,0
"3459","Yellow-throated Vireo",166,12,4
"3460","Tufted Titmouse",166,12,0
"3461","Summer Tanager",166,12,0
"3462","Scarlet Tanager",166,12,0
"3463","Eastern Wood-Pewee",167,12,31
"3464","Acadian Flycatcher",167,12,17
"3465","Yellow-throated Vireo",167,12,15
"3466","Tufted Titmouse",167,12,0
"3467","Summer Tanager",167,12,3
"3468","Scarlet Tanager",167,12,1
"3469","Eastern Wood-Pewee",168,12,48
"3470","Acadian Flycatcher",168,12,38
"3471","Yellow-throated Vireo",168,12,3
"3472","Tufted Titmouse",168,12,2
"3473","Summer Tanager",168,12,0
"3474","Scarlet Tanager",168,12,0
"3475","Eastern Wood-Pewee",169,12,24
"3476","Acadian Flycatcher",169,12,10
"3477","Yellow-throated Vireo",169,12,0
"3478","Tufted Titmouse",169,12,0
"3479","Summer Tanager",169,12,0
"3480","Scarlet Tanager",169,12,0
"3481","Eastern Wood-Pewee",170,12,0
"3482","Acadian Flycatcher",170,12,0
"3483","Yellow-throated Vireo",170,12,1
"3484","Tufted Titmouse",170,12,23
"3485","Summer Tanager",170,12,1
"3486","Scarlet Tanager",170,12,0
"3487","Eastern Wood-Pewee",171,12,0
"3488","Acadian Flycatcher",171,12,2
"3489","Yellow-throated Vireo",171,12,6
"3490","Tufted Titmouse",171,12,7
"3491","Summer Tanager",171,12,3
"3492","Scarlet Tanager",171,12,0
"3493","Eastern Wood-Pewee",172,12,0
"3494","Acadian Flycatcher",172,12,3
"3495","Yellow-throated Vireo",172,12,32
"3496","Tufted Titmouse",172,12,0
"3497","Summer Tanager",172,12,0
"3498","Scarlet Tanager",172,12,7
"3499","Eastern Wood-Pewee",173,12,1
"3500","Acadian Flycatcher",173,12,0
"3501","Yellow-throated Vireo",173,12,1
"3502","Tufted Titmouse",173,12,65
"3503","Summer Tanager",173,12,0
"3504","Scarlet Tanager",173,12,0
"3505","Eastern Wood-Pewee",174,12,0
"3506","Acadian Flycatcher",174,12,49
"3507","Yellow-throated Vireo",174,12,28
"3508","Tufted Titmouse",174,12,0
"3509","Summer Tanager",174,12,0
"3510","Scarlet Tanager",174,12,0
"3511","Eastern Wood-Pewee",175,12,0
"3512","Acadian Flycatcher",175,12,0
"3513","Yellow-throated Vireo",175,12,0
"3514","Tufted Titmouse",175,12,6
"3515","Summer Tanager",175,12,4
"3516","Scarlet Tanager",175,12,0
"3517","Eastern Wood-Pewee",176,12,0
"3518","Acadian Flycatcher",176,12,5
"3519","Yellow-throated Vireo",176,12,0
"3520","Tufted Titmouse",176,12,0
"3521","Summer Tanager",176,12,0
"3522","Scarlet Tanager",176,12,0
"3523","Eastern Wood-Pewee",177,12,0
"3524","Acadian Flycatcher",177,12,1
"3525","Yellow-throated Vireo",177,12,0
"3526","Tufted Titmouse",177,12,73
"3527","Summer Tanager",177,12,0
"3528","Scarlet Tanager",177,12,0
"3529","Eastern Wood-Pewee",178,12,0
"3530","Acadian Flycatcher",178,12,6
"3531","Yellow-throated Vireo",178,12,1
"3532","Tufted Titmouse",178,12,0
"3533","Summer Tanager",178,12,0
"3534","Scarlet Tanager",178,12,1
"3535","Eastern Wood-Pewee",179,12,0
"3536","Acadian Flycatcher",179,12,5
"3537","Yellow-throated Vireo",179,12,0
"3538","Tufted Titmouse",179,12,0
"3539","Summer Tanager",179,12,0
"3540","Scarlet Tanager",179,12,0
"3541","Eastern Wood-Pewee",180,12,0
"3542","Acadian Flycatcher",180,12,0
"3543","Yellow-throated Vireo",180,12,1
"3544","Tufted Titmouse",180,12,0
"3545","Summer Tanager",180,12,0
"3546","Scarlet Tanager",180,12,0
"3547","Eastern Wood-Pewee",181,12,0
"3548","Acadian Flycatcher",181,12,18
"3549","Yellow-throated Vireo",181,12,0
"3550","Tufted Titmouse",181,12,1
"3551","Summer Tanager",181,12,0
"3552","Scarlet Tanager",181,12,1
"3553","Eastern Wood-Pewee",182,12,0
"3554","Acadian Flycatcher",182,12,11
"3555","Yellow-throated Vireo",182,12,0
"3556","Tufted Titmouse",182,12,5
"3557","Summer Tanager",182,12,0
"3558","Scarlet Tanager",182,12,0
"3559","Eastern Wood-Pewee",183,12,8
"3560","Acadian Flycatcher",183,12,7
"3561","Yellow-throated Vireo",183,12,33
"3562","Tufted Titmouse",183,12,0
"3563","Summer Tanager",183,12,0
"3564","Scarlet Tanager",183,12,0
"3565","Eastern Wood-Pewee",184,12,0
"3566","Acadian Flycatcher",184,12,7
"3567","Yellow-throated Vireo",184,12,1
"3568","Tufted Titmouse",184,12,0
"3569","Summer Tanager",184,12,0
"3570","Scarlet Tanager",184,12,0
"3571","Eastern Wood-Pewee",185,12,0
"3572","Acadian Flycatcher",185,12,0
"3573","Yellow-throated Vireo",185,12,0
"3574","Tufted Titmouse",185,12,0
"3575","Summer Tanager",185,12,0
"3576","Scarlet Tanager",185,12,0
"3577","Eastern Wood-Pewee",186,12,0
"3578","Acadian Flycatcher",186,12,1
"3579","Yellow-throated Vireo",186,12,0
"3580","Tufted Titmouse",186,12,5
"3581","Summer Tanager",186,12,0
"3582","Scarlet Tanager",186,12,0
"3583","Eastern Wood-Pewee",187,12,0
"3584","Acadian Flycatcher",187,12,36
"3585","Yellow-throated Vireo",187,12,3
"3586","Tufted Titmouse",187,12,2
"3587","Summer Tanager",187,12,1
"3588","Scarlet Tanager",187,12,0
"3589","Eastern Wood-Pewee",188,12,0
"3590","Acadian Flycatcher",188,12,0
"3591","Yellow-throated Vireo",188,12,0
"3592","Tufted Titmouse",188,12,0
"3593","Summer Tanager",188,12,0
"3594","Scarlet Tanager",188,12,0
"3595","Eastern Wood-Pewee",189,12,0
"3596","Acadian Flycatcher",189,12,15
"3597","Yellow-throated Vireo",189,12,0
"3598","Tufted Titmouse",189,12,0
"3599","Summer Tanager",189,12,0
"3600","Scarlet Tanager",189,12,0
"3601","Eastern Wood-Pewee",190,12,0
"3602","Acadian Flycatcher",190,12,0
"3603","Yellow-throated Vireo",190,12,0
"3604","Tufted Titmouse",190,12,2
"3605","Summer Tanager",190,12,1
"3606","Scarlet Tanager",190,12,0
"3607","Eastern Wood-Pewee",191,12,0
"3608","Acadian Flycatcher",191,12,5
"3609","Yellow-throated Vireo",191,12,0
"3610","Tufted Titmouse",191,12,0
"3611","Summer Tanager",191,12,0
"3612","Scarlet Tanager",191,12,0
"3613","Eastern Wood-Pewee",192,12,0
"3614","Acadian Flycatcher",192,12,0
"3615","Yellow-throated Vireo",192,12,0
"3616","Tufted Titmouse",192,12,3
"3617","Summer Tanager",192,12,0
"3618","Scarlet Tanager",192,12,1
"3619","Eastern Wood-Pewee",193,12,0
"3620","Acadian Flycatcher",193,12,0
"3621","Yellow-throated Vireo",193,12,0
"3622","Tufted Titmouse",193,12,0
"3623","Summer Tanager",193,12,0
"3624","Scarlet Tanager",193,12,0
"3625","Eastern Wood-Pewee",194,12,0
"3626","Acadian Flycatcher",194,12,0
"3627","Yellow-throated Vireo",194,12,1
"3628","Tufted Titmouse",194,12,2
"3629","Summer Tanager",194,12,0
"3630","Scarlet Tanager",194,12,1
"3631","Eastern Wood-Pewee",195,12,0
"3632","Acadian Flycatcher",195,12,45
"3633","Yellow-throated Vireo",195,12,2
"3634","Tufted Titmouse",195,12,0
"3635","Summer Tanager",195,12,1
"3636","Scarlet Tanager",195,12,0
"3637","Eastern Wood-Pewee",196,12,0
"3638","Acadian Flycatcher",196,12,1
"3639","Yellow-throated Vireo",196,12,2
"3640","Tufted Titmouse",196,12,27
"3641","Summer Tanager",196,12,1
"3642","Scarlet Tanager",196,12,1
"3643","Eastern Wood-Pewee",197,12,0
"3644","Acadian Flycatcher",197,12,12
"3645","Yellow-throated Vireo",197,12,0
"3646","Tufted Titmouse",197,12,0
"3647","Summer Tanager",197,12,0
"3648","Scarlet Tanager",197,12,0
"3649","Eastern Wood-Pewee",198,12,0
"3650","Acadian Flycatcher",198,12,1
"3651","Yellow-throated Vireo",198,12,0
"3652","Tufted Titmouse",198,12,1
"3653","Summer Tanager",198,12,4
"3654","Scarlet Tanager",198,12,0
"3655","Eastern Wood-Pewee",199,12,0
"3656","Acadian Flycatcher",199,12,0
"3657","Yellow-throated Vireo",199,12,0
"3658","Tufted Titmouse",199,12,0
"3659","Summer Tanager",199,12,0
"3660","Scarlet Tanager",199,12,0
"3661","Eastern Wood-Pewee",200,12,0
"3662","Acadian Flycatcher",200,12,3
"3663","Yellow-throated Vireo",200,12,0
"3664","Tufted Titmouse",200,12,0
"3665","Summer Tanager",200,12,0
"3666","Scarlet Tanager",200,12,0
"3667","Eastern Wood-Pewee",201,12,0
"3668","Acadian Flycatcher",201,12,0
"3669","Yellow-throated Vireo",201,12,0
"3670","Tufted Titmouse",201,12,0
"3671","Summer Tanager",201,12,0
"3672","Scarlet Tanager",201,12,0
